Year,Sport,Discipline,Gender,Event,Country,Medal
1960,Skating,Speed skating,Women,1500M,POL,Bronze
1960,Skating,Speed skating,Women,1500M,URS,Gold
1960,Skating,Speed skating,Women,1500M,POL,Silver
1960,Skating,Speed skating,Women,3000M,FIN,Bronze
1960,Skating,Speed skating,Women,3000M,URS,Gold
1960,Skating,Speed skating,Women,3000M,URS,Silver
1960,Skating,Speed skating,Men,5000M,NED,Bronze
1960,Skating,Speed skating,Men,5000M,URS,Gold
1960,Skating,Speed skating,Men,5000M,NOR,Silver
1960,Skating,Speed skating,Men,500M,URS,Bronze
1960,Skating,Speed skating,Men,500M,URS,Gold
1960,Skating,Speed skating,Men,500M,USA,Silver
1960,Skating,Speed skating,Women,500M,USA,Bronze
1960,Skating,Speed skating,Women,500M,EUA,Gold
1960,Skating,Speed skating,Women,500M,URS,Silver
1960,Skiing,Alpine Skiing,Men,Downhill,FRA,Bronze
1960,Skiing,Alpine Skiing,Men,Downhill,FRA,Gold
1960,Skiing,Alpine Skiing,Men,Downhill,EUA,Silver
1960,Skiing,Alpine Skiing,Women,Downhill,AUT,Bronze
1960,Skiing,Alpine Skiing,Women,Downhill,EUA,Gold
1960,Skiing,Alpine Skiing,Women,Downhill,USA,Silver
1960,Skiing,Alpine Skiing,Men,Giant Slalom,AUT,Bronze
1960,Skiing,Alpine Skiing,Men,Giant Slalom,SUI,Gold
1960,Skiing,Alpine Skiing,Men,Giant Slalom,AUT,Silver
1960,Skiing,Alpine Skiing,Women,Giant Slalom,ITA,Bronze
1960,Skiing,Alpine Skiing,Women,Giant Slalom,SUI,Gold
1960,Skiing,Alpine Skiing,Women,Giant Slalom,USA,Silver
1960,Skiing,Alpine Skiing,Men,Slalom,FRA,Bronze
1960,Skiing,Alpine Skiing,Men,Slalom,AUT,Gold
1960,Skiing,Alpine Skiing,Men,Slalom,AUT,Silver
1960,Skiing,Alpine Skiing,Women,Slalom,EUA,Bronze
1960,Skiing,Alpine Skiing,Women,Slalom,CAN,Gold
1960,Skiing,Alpine Skiing,Women,Slalom,USA,Silver
1960,Skiing,Cross Country Skiing,Women,10KM,URS,Bronze
1960,Skiing,Cross Country Skiing,Women,10KM,URS,Gold
1960,Skiing,Cross Country Skiing,Women,10KM,URS,Silver
1960,Skiing,Cross Country Skiing,Men,15KM,FIN,Bronze
1960,Skiing,Cross Country Skiing,Men,15KM,NOR,Gold
1960,Skiing,Cross Country Skiing,Men,15KM,SWE,Silver
1960,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Bronze
1960,Skiing,Cross Country Skiing,Men,30KM Mass Start,SWE,Gold
1960,Skiing,Cross Country Skiing,Men,30KM Mass Start,SWE,Silver
1960,Skiing,Cross Country Skiing,Women,3X5KM Relay,FIN,Bronze
1960,Skiing,Cross Country Skiing,Women,3X5KM Relay,SWE,Gold
1960,Skiing,Cross Country Skiing,Women,3X5KM Relay,URS,Silver
1960,Skiing,Cross Country Skiing,Men,4X10KM Relay,URS,Bronze
1960,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Gold
1960,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Silver
1960,Skiing,Cross Country Skiing,Men,50KM,SWE,Bronze
1960,Skiing,Cross Country Skiing,Men,50KM,FIN,Gold
1960,Skiing,Cross Country Skiing,Men,50KM,FIN,Silver
1960,Skiing,Nordic Combined,Men,Individual,URS,Bronze
1960,Skiing,Nordic Combined,Men,Individual,EUA,Gold
1960,Skiing,Nordic Combined,Men,Individual,NOR,Silver
1960,Skiing,Ski Jumping,Men,K90 Individual (70M),AUT,Bronze
1960,Skiing,Ski Jumping,Men,K90 Individual (70M),EUA,Gold
1960,Skiing,Ski Jumping,Men,K90 Individual (70M),FIN,Silver
1964,Biathlon,Biathlon,Men,20KM,NOR,Bronze
1964,Biathlon,Biathlon,Men,20KM,URS,Gold
1964,Biathlon,Biathlon,Men,20KM,URS,Silver
1964,Bobsleigh,Bobsleigh,Men,Four-Man,ITA,Bronze
1964,Bobsleigh,Bobsleigh,Men,Four-Man,CAN,Gold
1964,Bobsleigh,Bobsleigh,Men,Four-Man,AUT,Silver
1964,Bobsleigh,Bobsleigh,Men,Two-Man,ITA,Bronze
1964,Bobsleigh,Bobsleigh,Men,Two-Man,GBR,Gold
1964,Bobsleigh,Bobsleigh,Men,Two-Man,ITA,Silver
1964,Ice Hockey,Ice Hockey,Men,Ice Hockey,TCH,Bronze
1964,Ice Hockey,Ice Hockey,Men,Ice Hockey,URS,Gold
1964,Ice Hockey,Ice Hockey,Men,Ice Hockey,SWE,Silver
1964,Luge,Luge,Men,Doubles,ITA,Bronze
1964,Luge,Luge,Men,Doubles,AUT,Gold
1964,Luge,Luge,Men,Doubles,AUT,Silver
1964,Luge,Luge,Men,Singles,EUA,Bronze
1964,Luge,Luge,Men,Singles,EUA,Gold
1964,Luge,Luge,Men,Singles,EUA,Silver
1964,Luge,Luge,Women,Singles,AUT,Bronze
1964,Luge,Luge,Women,Singles,EUA,Gold
1964,Luge,Luge,Women,Singles,EUA,Silver
1964,Skating,Figure skating,Men,Individual,USA,Bronze
1964,Skating,Figure skating,Men,Individual,EUA,Gold
1964,Skating,Figure skating,Men,Individual,FRA,Silver
1964,Skating,Figure skating,Women,Individual,CAN,Bronze
1964,Skating,Figure skating,Women,Individual,NED,Gold
1964,Skating,Figure skating,Women,Individual,AUT,Silver
1964,Skating,Figure skating,Men,Pairs,USA,Bronze
1964,Skating,Figure skating,Men,Pairs,URS,Gold
1964,Skating,Figure skating,Men,Pairs,CAN,Silver
1964,Skating,Figure skating,Men,Pairs,EUA,Silver
1964,Skating,Figure skating,Women,Pairs,USA,Bronze
1964,Skating,Figure skating,Women,Pairs,URS,Gold
1964,Skating,Figure skating,Women,Pairs,CAN,Silver
1964,Skating,Figure skating,Women,Pairs,EUA,Silver
1964,Skating,Speed skating,Men,10000M,NOR,Bronze
1964,Skating,Speed skating,Men,10000M,SWE,Gold
1964,Skating,Speed skating,Men,10000M,NOR,Silver
1964,Skating,Speed skating,Women,1000M,FIN,Bronze
1964,Skating,Speed skating,Women,1000M,URS,Gold
1964,Skating,Speed skating,Women,1000M,URS,Silver
1964,Skating,Speed skating,Men,1500M,NOR,Bronze
1964,Skating,Speed skating,Men,1500M,URS,Gold
1964,Skating,Speed skating,Men,1500M,NED,Silver
1964,Skating,Speed skating,Women,1500M,URS,Bronze
1964,Skating,Speed skating,Women,1500M,URS,Gold
1964,Skating,Speed skating,Women,1500M,FIN,Silver
1964,Skating,Speed skating,Women,3000M,URS,Gold
1964,Skating,Speed skating,Women,3000M,PRK,Silver
1964,Skating,Speed skating,Women,3000M,URS,Silver
1964,Skating,Speed skating,Men,5000M,NOR,Bronze
1964,Skating,Speed skating,Men,5000M,NOR,Gold
1964,Skating,Speed skating,Men,5000M,NOR,Silver
1964,Skating,Speed skating,Men,500M,USA,Gold
1964,Skating,Speed skating,Men,500M,NOR,Silver
1964,Skating,Speed skating,Men,500M,URS,Silver
1964,Skating,Speed skating,Men,500M,URS,Silver
1964,Skating,Speed skating,Women,500M,URS,Bronze
1964,Skating,Speed skating,Women,500M,URS,Gold
1964,Skating,Speed skating,Women,500M,URS,Silver
1964,Skiing,Alpine Skiing,Men,Downhill,EUA,Bronze
1964,Skiing,Alpine Skiing,Men,Downhill,AUT,Gold
1964,Skiing,Alpine Skiing,Men,Downhill,FRA,Silver
1964,Skiing,Alpine Skiing,Women,Downhill,AUT,Bronze
1964,Skiing,Alpine Skiing,Women,Downhill,AUT,Gold
1964,Skiing,Alpine Skiing,Women,Downhill,AUT,Silver
1964,Skiing,Alpine Skiing,Men,Giant Slalom,AUT,Bronze
1964,Skiing,Alpine Skiing,Men,Giant Slalom,FRA,Gold
1964,Skiing,Alpine Skiing,Men,Giant Slalom,AUT,Silver
1964,Skiing,Alpine Skiing,Women,Giant Slalom,FRA,Gold
1964,Skiing,Alpine Skiing,Women,Giant Slalom,FRA,Silver
1964,Skiing,Alpine Skiing,Women,Giant Slalom,USA,Silver
1964,Skiing,Alpine Skiing,Men,Slalom,USA,Bronze
1964,Skiing,Alpine Skiing,Men,Slalom,AUT,Gold
1964,Skiing,Alpine Skiing,Men,Slalom,USA,Silver
1964,Skiing,Alpine Skiing,Women,Slalom,USA,Bronze
1964,Skiing,Alpine Skiing,Women,Slalom,FRA,Gold
1964,Skiing,Alpine Skiing,Women,Slalom,FRA,Silver
1964,Skiing,Cross Country Skiing,Women,10KM,URS,Bronze
1964,Skiing,Cross Country Skiing,Women,10KM,URS,Gold
1964,Skiing,Cross Country Skiing,Women,10KM,URS,Silver
1964,Skiing,Cross Country Skiing,Men,15KM,SWE,Bronze
1964,Skiing,Cross Country Skiing,Men,15KM,FIN,Gold
1964,Skiing,Cross Country Skiing,Men,15KM,NOR,Silver
1964,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Bronze
1964,Skiing,Cross Country Skiing,Men,30KM Mass Start,FIN,Gold
1964,Skiing,Cross Country Skiing,Men,30KM Mass Start,NOR,Silver
1964,Skiing,Cross Country Skiing,Women,3X5KM Relay,FIN,Bronze
1964,Skiing,Cross Country Skiing,Women,3X5KM Relay,URS,Gold
1964,Skiing,Cross Country Skiing,Women,3X5KM Relay,SWE,Silver
1964,Skiing,Cross Country Skiing,Men,4X10KM Relay,URS,Bronze
1964,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Gold
1964,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Silver
1964,Skiing,Cross Country Skiing,Men,50KM,FIN,Bronze
1964,Skiing,Cross Country Skiing,Men,50KM,SWE,Gold
1964,Skiing,Cross Country Skiing,Men,50KM,SWE,Silver
1964,Skiing,Cross Country Skiing,Women,5KM,URS,Bronze
1964,Skiing,Cross Country Skiing,Women,5KM,URS,Gold
1964,Skiing,Cross Country Skiing,Women,5KM,FIN,Silver
1964,Skiing,Nordic Combined,Men,Individual,EUA,Bronze
1964,Skiing,Nordic Combined,Men,Individual,NOR,Gold
1964,Skiing,Nordic Combined,Men,Individual,URS,Silver
1964,Skiing,Ski Jumping,Men,K120 Individual (90M),NOR,Bronze
1964,Skiing,Ski Jumping,Men,K120 Individual (90M),NOR,Gold
1964,Skiing,Ski Jumping,Men,K120 Individual (90M),FIN,Silver
1964,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Bronze
1964,Skiing,Ski Jumping,Men,K90 Individual (70M),FIN,Gold
1964,Skiing,Ski Jumping,Men,K90 Individual (70M),NOR,Silver
1968,Biathlon,Biathlon,Men,20KM,URS,Bronze
1968,Biathlon,Biathlon,Men,20KM,NOR,Gold
1968,Biathlon,Biathlon,Men,20KM,URS,Silver
1968,Biathlon,Biathlon,Men,4X7.5KM Relay,SWE,Bronze
1968,Biathlon,Biathlon,Men,4X7.5KM Relay,URS,Gold
1968,Biathlon,Biathlon,Men,4X7.5KM Relay,NOR,Silver
1968,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Bronze
1968,Bobsleigh,Bobsleigh,Men,Four-Man,ITA,Gold
1968,Bobsleigh,Bobsleigh,Men,Four-Man,AUT,Silver
1968,Bobsleigh,Bobsleigh,Men,Two-Man,ROU,Bronze
1968,Bobsleigh,Bobsleigh,Men,Two-Man,ITA,Gold
1968,Bobsleigh,Bobsleigh,Men,Two-Man,FRG,Silver
1968,Ice Hockey,Ice Hockey,Men,Ice Hockey,CAN,Bronze
1968,Ice Hockey,Ice Hockey,Men,Ice Hockey,URS,Gold
1968,Ice Hockey,Ice Hockey,Men,Ice Hockey,TCH,Silver
1968,Luge,Luge,Men,Doubles,FRG,Bronze
1968,Luge,Luge,Men,Doubles,GDR,Gold
1968,Luge,Luge,Men,Doubles,AUT,Silver
1968,Luge,Luge,Men,Singles,GDR,Bronze
1968,Luge,Luge,Men,Singles,AUT,Gold
1968,Luge,Luge,Men,Singles,GDR,Silver
1968,Luge,Luge,Women,Singles,FRG,Bronze
1968,Luge,Luge,Women,Singles,ITA,Gold
1968,Luge,Luge,Women,Singles,FRG,Silver
1968,Skating,Figure skating,Men,Individual,FRA,Bronze
1968,Skating,Figure skating,Men,Individual,AUT,Gold
1968,Skating,Figure skating,Men,Individual,USA,Silver
1968,Skating,Figure skating,Women,Individual,TCH,Bronze
1968,Skating,Figure skating,Women,Individual,USA,Gold
1968,Skating,Figure skating,Women,Individual,GDR,Silver
1968,Skating,Figure skating,Men,Pairs,FRG,Bronze
1968,Skating,Figure skating,Men,Pairs,URS,Gold
1968,Skating,Figure skating,Men,Pairs,URS,Silver
1968,Skating,Figure skating,Women,Pairs,FRG,Bronze
1968,Skating,Figure skating,Women,Pairs,URS,Gold
1968,Skating,Figure skating,Women,Pairs,URS,Silver
1968,Skating,Speed skating,Men,10000M,SWE,Bronze
1968,Skating,Speed skating,Men,10000M,SWE,Gold
1968,Skating,Speed skating,Men,10000M,NOR,Silver
1968,Skating,Speed skating,Women,1000M,USA,Bronze
1968,Skating,Speed skating,Women,1000M,NED,Gold
1968,Skating,Speed skating,Women,1000M,URS,Silver
1968,Skating,Speed skating,Men,1500M,NED,Gold
1968,Skating,Speed skating,Men,1500M,NED,Silver
1968,Skating,Speed skating,Men,1500M,NOR,Silver
1968,Skating,Speed skating,Women,1500M,NED,Bronze
1968,Skating,Speed skating,Women,1500M,FIN,Gold
1968,Skating,Speed skating,Women,1500M,NED,Silver
1968,Skating,Speed skating,Women,3000M,NED,Bronze
1968,Skating,Speed skating,Women,3000M,NED,Gold
1968,Skating,Speed skating,Women,3000M,FIN,Silver
1968,Skating,Speed skating,Men,5000M,NED,Bronze
1968,Skating,Speed skating,Men,5000M,NOR,Gold
1968,Skating,Speed skating,Men,5000M,NED,Silver
1968,Skating,Speed skating,Men,500M,FRG,Gold
1968,Skating,Speed skating,Men,500M,NOR,Silver
1968,Skating,Speed skating,Men,500M,USA,Silver
1968,Skating,Speed skating,Women,500M,URS,Gold
1968,Skating,Speed skating,Women,500M,USA,Silver
1968,Skating,Speed skating,Women,500M,USA,Silver
1968,Skating,Speed skating,Women,500M,USA,Silver
1968,Skiing,Alpine Skiing,Men,Downhill,SUI,Bronze
1968,Skiing,Alpine Skiing,Men,Downhill,FRA,Gold
1968,Skiing,Alpine Skiing,Men,Downhill,FRA,Silver
1968,Skiing,Alpine Skiing,Women,Downhill,AUT,Bronze
1968,Skiing,Alpine Skiing,Women,Downhill,AUT,Gold
1968,Skiing,Alpine Skiing,Women,Downhill,FRA,Silver
1968,Skiing,Alpine Skiing,Men,Giant Slalom,AUT,Bronze
1968,Skiing,Alpine Skiing,Men,Giant Slalom,FRA,Gold
1968,Skiing,Alpine Skiing,Men,Giant Slalom,SUI,Silver
1968,Skiing,Alpine Skiing,Women,Giant Slalom,SUI,Bronze
1968,Skiing,Alpine Skiing,Women,Giant Slalom,CAN,Gold
1968,Skiing,Alpine Skiing,Women,Giant Slalom,FRA,Silver
1968,Skiing,Alpine Skiing,Men,Slalom,AUT,Bronze
1968,Skiing,Alpine Skiing,Men,Slalom,FRA,Gold
1968,Skiing,Alpine Skiing,Men,Slalom,AUT,Silver
1968,Skiing,Alpine Skiing,Women,Slalom,FRA,Bronze
1968,Skiing,Alpine Skiing,Women,Slalom,FRA,Gold
1968,Skiing,Alpine Skiing,Women,Slalom,CAN,Silver
1968,Skiing,Cross Country Skiing,Women,10KM,NOR,Bronze
1968,Skiing,Cross Country Skiing,Women,10KM,SWE,Gold
1968,Skiing,Cross Country Skiing,Women,10KM,NOR,Silver
1968,Skiing,Cross Country Skiing,Men,15KM,SWE,Bronze
1968,Skiing,Cross Country Skiing,Men,15KM,NOR,Gold
1968,Skiing,Cross Country Skiing,Men,15KM,FIN,Silver
1968,Skiing,Cross Country Skiing,Men,30KM Mass Start,FIN,Bronze
1968,Skiing,Cross Country Skiing,Men,30KM Mass Start,ITA,Gold
1968,Skiing,Cross Country Skiing,Men,30KM Mass Start,NOR,Silver
1968,Skiing,Cross Country Skiing,Women,3X5KM Relay,URS,Bronze
1968,Skiing,Cross Country Skiing,Women,3X5KM Relay,NOR,Gold
1968,Skiing,Cross Country Skiing,Women,3X5KM Relay,SWE,Silver
1968,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Bronze
1968,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Gold
1968,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Silver
1968,Skiing,Cross Country Skiing,Men,50KM,SUI,Bronze
1968,Skiing,Cross Country Skiing,Men,50KM,NOR,Gold
1968,Skiing,Cross Country Skiing,Men,50KM,URS,Silver
1968,Skiing,Cross Country Skiing,Women,5KM,URS,Bronze
1968,Skiing,Cross Country Skiing,Women,5KM,SWE,Gold
1968,Skiing,Cross Country Skiing,Women,5KM,URS,Silver
1968,Skiing,Nordic Combined,Men,Individual,GDR,Bronze
1968,Skiing,Nordic Combined,Men,Individual,FRG,Gold
1968,Skiing,Nordic Combined,Men,Individual,SUI,Silver
1968,Skiing,Ski Jumping,Men,K120 Individual (90M),NOR,Bronze
1968,Skiing,Ski Jumping,Men,K120 Individual (90M),URS,Gold
1968,Skiing,Ski Jumping,Men,K120 Individual (90M),TCH,Silver
1968,Skiing,Ski Jumping,Men,K90 Individual (70M),AUT,Bronze
1968,Skiing,Ski Jumping,Men,K90 Individual (70M),TCH,Gold
1968,Skiing,Ski Jumping,Men,K90 Individual (70M),AUT,Silver
1972,Biathlon,Biathlon,Men,20KM,SWE,Bronze
1972,Biathlon,Biathlon,Men,20KM,NOR,Gold
1972,Biathlon,Biathlon,Men,20KM,GDR,Silver
1972,Biathlon,Biathlon,Men,4X7.5KM Relay,GDR,Bronze
1972,Biathlon,Biathlon,Men,4X7.5KM Relay,URS,Gold
1972,Biathlon,Biathlon,Men,4X7.5KM Relay,FIN,Silver
1972,Bobsleigh,Bobsleigh,Men,Four-Man,FRG,Bronze
1972,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Gold
1972,Bobsleigh,Bobsleigh,Men,Four-Man,ITA,Silver
1972,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Bronze
1972,Bobsleigh,Bobsleigh,Men,Two-Man,FRG,Gold
1972,Bobsleigh,Bobsleigh,Men,Two-Man,FRG,Silver
1972,Ice Hockey,Ice Hockey,Men,Ice Hockey,TCH,Bronze
1972,Ice Hockey,Ice Hockey,Men,Ice Hockey,URS,Gold
1972,Ice Hockey,Ice Hockey,Men,Ice Hockey,USA,Silver
1972,Luge,Luge,Men,Doubles,GDR,Bronze
1972,Luge,Luge,Men,Doubles,GDR,Gold
1972,Luge,Luge,Men,Doubles,ITA,Gold
1972,Luge,Luge,Men,Singles,GDR,Bronze
1972,Luge,Luge,Men,Singles,GDR,Gold
1972,Luge,Luge,Men,Singles,GDR,Silver
1972,Luge,Luge,Women,Singles,GDR,Bronze
1972,Luge,Luge,Women,Singles,GDR,Gold
1972,Luge,Luge,Women,Singles,GDR,Silver
1972,Skating,Figure skating,Men,Individual,FRA,Bronze
1972,Skating,Figure skating,Men,Individual,TCH,Gold
1972,Skating,Figure skating,Men,Individual,URS,Silver
1972,Skating,Figure skating,Women,Individual,USA,Bronze
1972,Skating,Figure skating,Women,Individual,AUT,Gold
1972,Skating,Figure skating,Women,Individual,CAN,Silver
1972,Skating,Figure skating,Men,Pairs,GDR,Bronze
1972,Skating,Figure skating,Men,Pairs,URS,Gold
1972,Skating,Figure skating,Men,Pairs,URS,Silver
1972,Skating,Figure skating,Women,Pairs,GDR,Bronze
1972,Skating,Figure skating,Women,Pairs,URS,Gold
1972,Skating,Figure skating,Women,Pairs,URS,Silver
1972,Skating,Speed skating,Men,10000M,NOR,Bronze
1972,Skating,Speed skating,Men,10000M,NED,Gold
1972,Skating,Speed skating,Men,10000M,NED,Silver
1972,Skating,Speed skating,Women,1000M,USA,Bronze
1972,Skating,Speed skating,Women,1000M,FRG,Gold
1972,Skating,Speed skating,Women,1000M,NED,Silver
1972,Skating,Speed skating,Men,1500M,SWE,Bronze
1972,Skating,Speed skating,Men,1500M,NED,Gold
1972,Skating,Speed skating,Men,1500M,NOR,Silver
1972,Skating,Speed skating,Women,1500M,NED,Bronze
1972,Skating,Speed skating,Women,1500M,USA,Gold
1972,Skating,Speed skating,Women,1500M,NED,Silver
1972,Skating,Speed skating,Women,3000M,NED,Bronze
1972,Skating,Speed skating,Women,3000M,NED,Gold
1972,Skating,Speed skating,Women,3000M,USA,Silver
1972,Skating,Speed skating,Men,5000M,NOR,Bronze
1972,Skating,Speed skating,Men,5000M,NED,Gold
1972,Skating,Speed skating,Men,5000M,NOR,Silver
1972,Skating,Speed skating,Men,500M,URS,Bronze
1972,Skating,Speed skating,Men,500M,FRG,Gold
1972,Skating,Speed skating,Men,500M,SWE,Silver
1972,Skating,Speed skating,Women,500M,URS,Bronze
1972,Skating,Speed skating,Women,500M,USA,Gold
1972,Skating,Speed skating,Women,500M,URS,Silver
1972,Skiing,Alpine Skiing,Men,Downhill,AUT,Bronze
1972,Skiing,Alpine Skiing,Men,Downhill,SUI,Gold
1972,Skiing,Alpine Skiing,Men,Downhill,SUI,Silver
1972,Skiing,Alpine Skiing,Women,Downhill,USA,Bronze
1972,Skiing,Alpine Skiing,Women,Downhill,SUI,Gold
1972,Skiing,Alpine Skiing,Women,Downhill,AUT,Silver
1972,Skiing,Alpine Skiing,Men,Giant Slalom,SUI,Bronze
1972,Skiing,Alpine Skiing,Men,Giant Slalom,ITA,Gold
1972,Skiing,Alpine Skiing,Men,Giant Slalom,SUI,Silver
1972,Skiing,Alpine Skiing,Women,Giant Slalom,AUT,Bronze
1972,Skiing,Alpine Skiing,Women,Giant Slalom,SUI,Gold
1972,Skiing,Alpine Skiing,Women,Giant Slalom,AUT,Silver
1972,Skiing,Alpine Skiing,Men,Slalom,ITA,Bronze
1972,Skiing,Alpine Skiing,Men,Slalom,ESP,Gold
1972,Skiing,Alpine Skiing,Men,Slalom,ITA,Silver
1972,Skiing,Alpine Skiing,Women,Slalom,FRA,Bronze
1972,Skiing,Alpine Skiing,Women,Slalom,USA,Gold
1972,Skiing,Alpine Skiing,Women,Slalom,FRA,Silver
1972,Skiing,Cross Country Skiing,Women,10KM,FIN,Bronze
1972,Skiing,Cross Country Skiing,Women,10KM,URS,Gold
1972,Skiing,Cross Country Skiing,Women,10KM,URS,Silver
1972,Skiing,Cross Country Skiing,Men,15KM,NOR,Bronze
1972,Skiing,Cross Country Skiing,Men,15KM,SWE,Gold
1972,Skiing,Cross Country Skiing,Men,15KM,URS,Silver
1972,Skiing,Cross Country Skiing,Men,30KM Mass Start,NOR,Bronze
1972,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Gold
1972,Skiing,Cross Country Skiing,Men,30KM Mass Start,NOR,Silver
1972,Skiing,Cross Country Skiing,Women,3X5KM Relay,NOR,Bronze
1972,Skiing,Cross Country Skiing,Women,3X5KM Relay,URS,Gold
1972,Skiing,Cross Country Skiing,Women,3X5KM Relay,FIN,Silver
1972,Skiing,Cross Country Skiing,Men,4X10KM Relay,SUI,Bronze
1972,Skiing,Cross Country Skiing,Men,4X10KM Relay,URS,Gold
1972,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Silver
1972,Skiing,Cross Country Skiing,Men,50KM,URS,Bronze
1972,Skiing,Cross Country Skiing,Men,50KM,NOR,Gold
1972,Skiing,Cross Country Skiing,Men,50KM,NOR,Silver
1972,Skiing,Cross Country Skiing,Women,5KM,TCH,Bronze
1972,Skiing,Cross Country Skiing,Women,5KM,URS,Gold
1972,Skiing,Cross Country Skiing,Women,5KM,FIN,Silver
1972,Skiing,Nordic Combined,Men,Individual,GDR,Bronze
1972,Skiing,Nordic Combined,Men,Individual,GDR,Gold
1972,Skiing,Nordic Combined,Men,Individual,FIN,Silver
1972,Skiing,Ski Jumping,Men,K120 Individual (90M),GDR,Bronze
1972,Skiing,Ski Jumping,Men,K120 Individual (90M),POL,Gold
1972,Skiing,Ski Jumping,Men,K120 Individual (90M),SUI,Silver
1972,Skiing,Ski Jumping,Men,K90 Individual (70M),JPN,Bronze
1972,Skiing,Ski Jumping,Men,K90 Individual (70M),JPN,Gold
1972,Skiing,Ski Jumping,Men,K90 Individual (70M),JPN,Silver
1976,Biathlon,Biathlon,Men,20KM,URS,Bronze
1976,Biathlon,Biathlon,Men,20KM,URS,Gold
1976,Biathlon,Biathlon,Men,20KM,FIN,Silver
1976,Biathlon,Biathlon,Men,4X7.5KM Relay,GDR,Bronze
1976,Biathlon,Biathlon,Men,4X7.5KM Relay,URS,Gold
1976,Biathlon,Biathlon,Men,4X7.5KM Relay,FIN,Silver
1976,Bobsleigh,Bobsleigh,Men,Four-Man,FRG,Bronze
1976,Bobsleigh,Bobsleigh,Men,Four-Man,GDR,Gold
1976,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Silver
1976,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Bronze
1976,Bobsleigh,Bobsleigh,Men,Two-Man,GDR,Gold
1976,Bobsleigh,Bobsleigh,Men,Two-Man,FRG,Silver
1976,Ice Hockey,Ice Hockey,Men,Ice Hockey,FRG,Bronze
1976,Ice Hockey,Ice Hockey,Men,Ice Hockey,URS,Gold
1976,Ice Hockey,Ice Hockey,Men,Ice Hockey,TCH,Silver
1976,Luge,Luge,Men,Doubles,AUT,Bronze
1976,Luge,Luge,Men,Doubles,GDR,Gold
1976,Luge,Luge,Men,Doubles,FRG,Silver
1976,Luge,Luge,Men,Singles,GDR,Bronze
1976,Luge,Luge,Men,Singles,GDR,Gold
1976,Luge,Luge,Men,Singles,FRG,Silver
1976,Luge,Luge,Women,Singles,FRG,Bronze
1976,Luge,Luge,Women,Singles,GDR,Gold
1976,Luge,Luge,Women,Singles,GDR,Silver
1976,Skating,Figure skating,Men,Ice Dancing,USA,Bronze
1976,Skating,Figure skating,Men,Ice Dancing,URS,Gold
1976,Skating,Figure skating,Men,Ice Dancing,URS,Silver
1976,Skating,Figure skating,Women,Ice Dancing,USA,Bronze
1976,Skating,Figure skating,Women,Ice Dancing,URS,Gold
1976,Skating,Figure skating,Women,Ice Dancing,URS,Silver
1976,Skating,Figure skating,Men,Individual,CAN,Bronze
1976,Skating,Figure skating,Men,Individual,GBR,Gold
1976,Skating,Figure skating,Men,Individual,URS,Silver
1976,Skating,Figure skating,Women,Individual,GDR,Bronze
1976,Skating,Figure skating,Women,Individual,USA,Gold
1976,Skating,Figure skating,Women,Individual,NED,Silver
1976,Skating,Figure skating,Men,Pairs,GDR,Bronze
1976,Skating,Figure skating,Men,Pairs,URS,Gold
1976,Skating,Figure skating,Men,Pairs,GDR,Silver
1976,Skating,Figure skating,Women,Pairs,GDR,Bronze
1976,Skating,Figure skating,Women,Pairs,URS,Gold
1976,Skating,Figure skating,Women,Pairs,GDR,Silver
1976,Skating,Speed skating,Men,10000M,NED,Bronze
1976,Skating,Speed skating,Men,10000M,NED,Gold
1976,Skating,Speed skating,Men,10000M,NOR,Silver
1976,Skating,Speed skating,Men,1000M,URS,Bronze
1976,Skating,Speed skating,Men,1000M,USA,Gold
1976,Skating,Speed skating,Men,1000M,NOR,Silver
1976,Skating,Speed skating,Women,1000M,USA,Bronze
1976,Skating,Speed skating,Women,1000M,URS,Gold
1976,Skating,Speed skating,Women,1000M,USA,Silver
1976,Skating,Speed skating,Men,1500M,NED,Bronze
1976,Skating,Speed skating,Men,1500M,NOR,Gold
1976,Skating,Speed skating,Men,1500M,URS,Silver
1976,Skating,Speed skating,Women,1500M,URS,Bronze
1976,Skating,Speed skating,Women,1500M,URS,Gold
1976,Skating,Speed skating,Women,1500M,USA,Silver
1976,Skating,Speed skating,Women,3000M,NOR,Bronze
1976,Skating,Speed skating,Women,3000M,URS,Gold
