Year,Sport,Discipline,Gender,Event,Country,Medal,,Individual Medal Breakdown,,,Total Metal Breakdown,
1972,Skiing,Alpine Skiing,Women,Downhill,SUI,Gold,,,,,,
1976,Skiing,Alpine Skiing,Women,Downhill,FRG,Gold,,,,,,
1980,Skiing,Alpine Skiing,Women,Downhill,AUT,Gold,,,,,,
1984,Skiing,Alpine Skiing,Women,Downhill,SUI,Gold,,,,,,
1988,Skiing,Alpine Skiing,Women,Downhill,FRG,Gold,,,,,,
1992,Skiing,Alpine Skiing,Women,Downhill,CAN,Gold,,,,,,
1994,Skiing,Alpine Skiing,Women,Downhill,GER,Gold,,,,,,
1998,Skiing,Alpine Skiing,Women,Downhill,GER,Gold,,,,,,
2002,Skiing,Alpine Skiing,Women,Downhill,FRA,Gold,,,,,,
2006,Skiing,Alpine Skiing,Women,Downhill,AUT,Gold,,,,,,
2010,Skiing,Alpine Skiing,Women,Downhill,USA,Gold,,,,,,
2014,Skiing,Alpine Skiing,Women,Downhill,SLO,Gold,,,,,,
2014,Skiing,Alpine Skiing,Women,Downhill,SUI,Gold,,,,,,
1948,Skiing,Alpine Skiing,Women,Downhill,AUT,Silver,,,,,,
1952,Skiing,Alpine Skiing,Women,Downhill,FRG,Silver,,,,,,
1956,Skiing,Alpine Skiing,Women,Downhill,SUI,Silver,,,,,,
1960,Skiing,Alpine Skiing,Women,Downhill,USA,Silver,,,,,,
1964,Skiing,Alpine Skiing,Women,Downhill,AUT,Silver,,,,,,
1968,Skiing,Alpine Skiing,Women,Downhill,FRA,Silver,,,,,,
1972,Skiing,Alpine Skiing,Women,Downhill,AUT,Silver,,,,,,
1976,Skiing,Alpine Skiing,Women,Downhill,AUT,Silver,,,,,,
1980,Skiing,Alpine Skiing,Women,Downhill,LIE,Silver,,,,,,
1984,Skiing,Alpine Skiing,Women,Downhill,SUI,Silver,,,,,,
1988,Skiing,Alpine Skiing,Women,Downhill,SUI,Silver,,,,,,
1992,Skiing,Alpine Skiing,Women,Downhill,USA,Silver,,,,,,
1994,Skiing,Alpine Skiing,Women,Downhill,USA,Silver,,,,,,
1998,Skiing,Alpine Skiing,Women,Downhill,SWE,Silver,,,,,,
2002,Skiing,Alpine Skiing,Women,Downhill,ITA,Silver,,,,,,
2006,Skiing,Alpine Skiing,Women,Downhill,SUI,Silver,,,,,,
2010,Skiing,Alpine Skiing,Women,Downhill,USA,Silver,,,,,,
1952,Skiing,Alpine Skiing,Women,Giant Slalom,FRG,Bronze,,,,,FRG,
1956,Skiing,Alpine Skiing,Women,Giant Slalom,AUT,Bronze,,,,,AUT,
1960,Skiing,Alpine Skiing,Women,Giant Slalom,ITA,Bronze,,,,,ITA,
1968,Skiing,Alpine Skiing,Women,Giant Slalom,SUI,Bronze,,,,,SUI,
1972,Skiing,Alpine Skiing,Women,Giant Slalom,AUT,Bronze,,,,,FRA,
1976,Skiing,Alpine Skiing,Women,Giant Slalom,FRA,Bronze,,,,,GER,
1980,Skiing,Alpine Skiing,Women,Giant Slalom,FRA,Bronze,,,,,SWE,
1984,Skiing,Alpine Skiing,Women,Giant Slalom,FRA,Bronze,,,,,USA,
1988,Skiing,Alpine Skiing,Women,Giant Slalom,SUI,Bronze,,,,,EUA,
1994,Skiing,Alpine Skiing,Women,Giant Slalom,SUI,Bronze,,,,,CAN,
1998,Skiing,Alpine Skiing,Women,Giant Slalom,GER,Bronze,,,,,LIE,
2002,Skiing,Alpine Skiing,Women,Giant Slalom,SUI,Bronze,,,,,CRO,
2006,Skiing,Alpine Skiing,Women,Giant Slalom,SWE,Bronze,,,,,SLO,
2010,Skiing,Alpine Skiing,Women,Giant Slalom,AUT,Bronze,,,,,FIN,
2014,Skiing,Alpine Skiing,Women,Giant Slalom,GER,Bronze,,,,,,
1952,Skiing,Alpine Skiing,Women,Giant Slalom,USA,Gold,,,,,,
1956,Skiing,Alpine Skiing,Women,Giant Slalom,EUA,Gold,,,,,,
1960,Skiing,Alpine Skiing,Women,Giant Slalom,SUI,Gold,,,,,,
1964,Skiing,Alpine Skiing,Women,Giant Slalom,FRA,Gold,,,,,,
1968,Skiing,Alpine Skiing,Women,Giant Slalom,CAN,Gold,,,,,,
1972,Skiing,Alpine Skiing,Women,Giant Slalom,SUI,Gold,,,,,,
1976,Skiing,Alpine Skiing,Women,Giant Slalom,CAN,Gold,,,,,,
1980,Skiing,Alpine Skiing,Women,Giant Slalom,LIE,Gold,,,,,,
1984,Skiing,Alpine Skiing,Women,Giant Slalom,USA,Gold,,,,,,
1988,Skiing,Alpine Skiing,Women,Giant Slalom,SUI,Gold,,,,,,
1992,Skiing,Alpine Skiing,Women,Giant Slalom,SWE,Gold,,,,,,
1994,Skiing,Alpine Skiing,Women,Giant Slalom,ITA,Gold,,,,,,
1998,Skiing,Alpine Skiing,Women,Giant Slalom,ITA,Gold,,,,,,
2002,Skiing,Alpine Skiing,Women,Giant Slalom,CRO,Gold,,,,,,
2006,Skiing,Alpine Skiing,Women,Giant Slalom,USA,Gold,,,,,,
2010,Skiing,Alpine Skiing,Women,Giant Slalom,GER,Gold,,,,,,
2014,Skiing,Alpine Skiing,Women,Giant Slalom,SLO,Gold,,,,,,
1952,Skiing,Alpine Skiing,Women,Giant Slalom,AUT,Silver,,,,,,
1956,Skiing,Alpine Skiing,Women,Giant Slalom,AUT,Silver,,,,,,
1960,Skiing,Alpine Skiing,Women,Giant Slalom,USA,Silver,,,,,,
1964,Skiing,Alpine Skiing,Women,Giant Slalom,FRA,Silver,,,,,,
1964,Skiing,Alpine Skiing,Women,Giant Slalom,USA,Silver,,,,,,
1968,Skiing,Alpine Skiing,Women,Giant Slalom,FRA,Silver,,,,,,
1972,Skiing,Alpine Skiing,Women,Giant Slalom,AUT,Silver,,,,,,
1976,Skiing,Alpine Skiing,Women,Giant Slalom,FRG,Silver,,,,,,
1980,Skiing,Alpine Skiing,Women,Giant Slalom,FRG,Silver,,,,,,
1984,Skiing,Alpine Skiing,Women,Giant Slalom,USA,Silver,,,,,,
1988,Skiing,Alpine Skiing,Women,Giant Slalom,FRG,Silver,,,,,,
1992,Skiing,Alpine Skiing,Women,Giant Slalom,AUT,Silver,,,,,,
1992,Skiing,Alpine Skiing,Women,Giant Slalom,USA,Silver,,,,,,
1994,Skiing,Alpine Skiing,Women,Giant Slalom,GER,Silver,,,,,,
1998,Skiing,Alpine Skiing,Women,Giant Slalom,AUT,Silver,,,,,,
2002,Skiing,Alpine Skiing,Women,Giant Slalom,SWE,Silver,,,,,,
2006,Skiing,Alpine Skiing,Women,Giant Slalom,FIN,Silver,,,,,,
2010,Skiing,Alpine Skiing,Women,Giant Slalom,SLO,Silver,,,,,,
2014,Skiing,Alpine Skiing,Women,Giant Slalom,AUT,Silver,,,,,,
1948,Skiing,Alpine Skiing,Women,Slalom,AUT,Bronze,,,,,AUT,
1952,Skiing,Alpine Skiing,Women,Slalom,FRG,Bronze,,,,,FRG,
1956,Skiing,Alpine Skiing,Women,Slalom,URS,Bronze,,,,,URS,
1960,Skiing,Alpine Skiing,Women,Slalom,EUA,Bronze,,,,,EUA,
1964,Skiing,Alpine Skiing,Women,Slalom,USA,Bronze,,,,,USA,
1968,Skiing,Alpine Skiing,Women,Slalom,FRA,Bronze,,,,,FRA,
1972,Skiing,Alpine Skiing,Women,Slalom,FRA,Bronze,,,,,LIE,
1976,Skiing,Alpine Skiing,Women,Slalom,LIE,Bronze,,,,,SUI,
1980,Skiing,Alpine Skiing,Women,Slalom,SUI,Bronze,,,,,ESP,
1984,Skiing,Alpine Skiing,Women,Slalom,LIE,Bronze,,,,,SLO,
1988,Skiing,Alpine Skiing,Women,Slalom,FRG,Bronze,,,,,AUS,
1992,Skiing,Alpine Skiing,Women,Slalom,ESP,Bronze,,,,,SWE,
1994,Skiing,Alpine Skiing,Women,Slalom,SLO,Bronze,,,,,CZE,
1998,Skiing,Alpine Skiing,Women,Slalom,AUS,Bronze,,,,,CAN,
2002,Skiing,Alpine Skiing,Women,Slalom,SWE,Bronze,,,,,ITA,
2006,Skiing,Alpine Skiing,Women,Slalom,AUT,Bronze,,,,,GER,
2010,Skiing,Alpine Skiing,Women,Slalom,CZE,Bronze,,,,,CRO,
2014,Skiing,Alpine Skiing,Women,Slalom,AUT,Bronze,,,,,YUG,
1948,Skiing,Alpine Skiing,Women,Slalom,USA,Gold,,,,,NZL,
1952,Skiing,Alpine Skiing,Women,Slalom,USA,Gold,,,,,,
1956,Skiing,Alpine Skiing,Women,Slalom,SUI,Gold,,,,,,
1960,Skiing,Alpine Skiing,Women,Slalom,CAN,Gold,,,,,,
1964,Skiing,Alpine Skiing,Women,Slalom,FRA,Gold,,,,,,
1968,Skiing,Alpine Skiing,Women,Slalom,FRA,Gold,,,,,,
1972,Skiing,Alpine Skiing,Women,Slalom,USA,Gold,,,,,,
1976,Skiing,Alpine Skiing,Women,Slalom,FRG,Gold,,,,,,
1980,Skiing,Alpine Skiing,Women,Slalom,LIE,Gold,,,,,,
1984,Skiing,Alpine Skiing,Women,Slalom,ITA,Gold,,,,,,
1988,Skiing,Alpine Skiing,Women,Slalom,SUI,Gold,,,,,,
1992,Skiing,Alpine Skiing,Women,Slalom,AUT,Gold,,,,,,
1994,Skiing,Alpine Skiing,Women,Slalom,SUI,Gold,,,,,,
1998,Skiing,Alpine Skiing,Women,Slalom,GER,Gold,,,,,,
2002,Skiing,Alpine Skiing,Women,Slalom,CRO,Gold,,,,,,
2006,Skiing,Alpine Skiing,Women,Slalom,SWE,Gold,,,,,,
2010,Skiing,Alpine Skiing,Women,Slalom,GER,Gold,,,,,,
2014,Skiing,Alpine Skiing,Women,Slalom,USA,Gold,,,,,,
1948,Skiing,Alpine Skiing,Women,Slalom,SUI,Silver,,,,,,
1952,Skiing,Alpine Skiing,Women,Slalom,FRG,Silver,,,,,,
1956,Skiing,Alpine Skiing,Women,Slalom,AUT,Silver,,,,,,
1960,Skiing,Alpine Skiing,Women,Slalom,USA,Silver,,,,,,
1964,Skiing,Alpine Skiing,Women,Slalom,FRA,Silver,,,,,,
1968,Skiing,Alpine Skiing,Women,Slalom,CAN,Silver,,,,,,
1972,Skiing,Alpine Skiing,Women,Slalom,FRA,Silver,,,,,,
1976,Skiing,Alpine Skiing,Women,Slalom,ITA,Silver,,,,,,
1980,Skiing,Alpine Skiing,Women,Slalom,FRG,Silver,,,,,,
1984,Skiing,Alpine Skiing,Women,Slalom,FRA,Silver,,,,,,
1988,Skiing,Alpine Skiing,Women,Slalom,YUG,Silver,,,,,,
1992,Skiing,Alpine Skiing,Women,Slalom,NZL,Silver,,,,,,
1994,Skiing,Alpine Skiing,Women,Slalom,AUT,Silver,,,,,,
1998,Skiing,Alpine Skiing,Women,Slalom,ITA,Silver,,,,,,
2002,Skiing,Alpine Skiing,Women,Slalom,FRA,Silver,,,,,,
2006,Skiing,Alpine Skiing,Women,Slalom,AUT,Silver,,,,,,
2010,Skiing,Alpine Skiing,Women,Slalom,AUT,Silver,,,,,,
2014,Skiing,Alpine Skiing,Women,Slalom,AUT,Silver,,,,,,
2010,Skiing,Alpine Skiing,Women,Super Combined,SWE,Bronze,,,,,SWE,
2014,Skiing,Alpine Skiing,Women,Super Combined,USA,Bronze,,,,,USA,
2010,Skiing,Alpine Skiing,Women,Super Combined,GER,Gold,,,,,GER,
2014,Skiing,Alpine Skiing,Women,Super Combined,GER,Gold,,,,,AUT,
2010,Skiing,Alpine Skiing,Women,Super Combined,USA,Silver,,,,,,
2014,Skiing,Alpine Skiing,Women,Super Combined,AUT,Silver,,,,,,
1988,Skiing,Alpine Skiing,Women,Super-G,CAN,Bronze,,,,,CAN,
1992,Skiing,Alpine Skiing,Women,Super-G,GER,Bronze,,,,,GER,
1994,Skiing,Alpine Skiing,Women,Super-G,ITA,Bronze,,,,,ITA,
1998,Skiing,Alpine Skiing,Women,Super-G,AUT,Bronze,,,,,AUT,
2002,Skiing,Alpine Skiing,Women,Super-G,ITA,Bronze,,,,,USA,
2006,Skiing,Alpine Skiing,Women,Super-G,AUT,Bronze,,,,,SUI,
2010,Skiing,Alpine Skiing,Women,Super-G,USA,Bronze,,,,,FRA,
2014,Skiing,Alpine Skiing,Women,Super-G,AUT,Bronze,,,,,RUS,
1988,Skiing,Alpine Skiing,Women,Super-G,AUT,Gold,,,,,CRO,
1992,Skiing,Alpine Skiing,Women,Super-G,ITA,Gold,,,,,SLO,
1994,Skiing,Alpine Skiing,Women,Super-G,USA,Gold,,,,,,
1998,Skiing,Alpine Skiing,Women,Super-G,USA,Gold,,,,,,
2002,Skiing,Alpine Skiing,Women,Super-G,ITA,Gold,,,,,,
2006,Skiing,Alpine Skiing,Women,Super-G,AUT,Gold,,,,,,
2010,Skiing,Alpine Skiing,Women,Super-G,AUT,Gold,,,,,,
2014,Skiing,Alpine Skiing,Women,Super-G,AUT,Gold,,,,,,
1988,Skiing,Alpine Skiing,Women,Super-G,SUI,Silver,,,,,,
1992,Skiing,Alpine Skiing,Women,Super-G,FRA,Silver,,,,,,
1994,Skiing,Alpine Skiing,Women,Super-G,RUS,Silver,,,,,,
1998,Skiing,Alpine Skiing,Women,Super-G,AUT,Silver,,,,,,
2002,Skiing,Alpine Skiing,Women,Super-G,CRO,Silver,,,,,,
2006,Skiing,Alpine Skiing,Women,Super-G,CRO,Silver,,,,,,
2010,Skiing,Alpine Skiing,Women,Super-G,SLO,Silver,,,,,,
2014,Skiing,Alpine Skiing,Women,Super-G,GER,Silver,,,,,,
1992,Skiing,Cross Country Skiing,Men,10KM Pursuit,SWE,Bronze,,,,,,
1994,Skiing,Cross Country Skiing,Men,10KM Pursuit,ITA,Bronze,,,,,,
1998,Skiing,Cross Country Skiing,Men,10KM Pursuit,FIN,Bronze,,,,,,
2002,Skiing,Cross Country Skiing,Men,10KM Pursuit,SWE,Bronze,,,,,,
1992,Skiing,Cross Country Skiing,Men,10KM Pursuit,NOR,Gold,,,,,,
1994,Skiing,Cross Country Skiing,Men,10KM Pursuit,NOR,Gold,,,,,,
1998,Skiing,Cross Country Skiing,Men,10KM Pursuit,NOR,Gold,,,,,,
2002,Skiing,Cross Country Skiing,Men,10KM Pursuit,NOR,Gold,,,,,,
2002,Skiing,Cross Country Skiing,Men,10KM Pursuit,NOR,Gold,,,,,,
1992,Skiing,Cross Country Skiing,Men,10KM Pursuit,ITA,Silver,,,,,,
1994,Skiing,Cross Country Skiing,Men,10KM Pursuit,KAZ,Silver,,,,,,
1998,Skiing,Cross Country Skiing,Men,10KM Pursuit,AUT,Silver,,,,,,
1956,Skiing,Cross Country Skiing,Men,15KM,URS,Bronze,,,,,URS,
1960,Skiing,Cross Country Skiing,Men,15KM,FIN,Bronze,,,,,FIN,
1964,Skiing,Cross Country Skiing,Men,15KM,SWE,Bronze,,,,,SWE,
1968,Skiing,Cross Country Skiing,Men,15KM,SWE,Bronze,,,,,NOR,
1972,Skiing,Cross Country Skiing,Men,15KM,NOR,Bronze,,,,,EST,
1976,Skiing,Cross Country Skiing,Men,15KM,FIN,Bronze,,,,,GER,
1980,Skiing,Cross Country Skiing,Men,15KM,NOR,Bronze,,,,,CZE,
1984,Skiing,Cross Country Skiing,Men,15KM,FIN,Bronze,,,,,SUI,
1988,Skiing,Cross Country Skiing,Men,15KM,URS,Bronze,,,,,ITA,
2002,Skiing,Cross Country Skiing,Men,15KM,EST,Bronze,,,,,,
2006,Skiing,Cross Country Skiing,Men,15KM,GER,Bronze,,,,,,
2010,Skiing,Cross Country Skiing,Men,15KM,CZE,Bronze,,,,,,
2014,Skiing,Cross Country Skiing,Men,15KM,SWE,Bronze,,,,,,
1956,Skiing,Cross Country Skiing,Men,15KM,NOR,Gold,,,,,,
1960,Skiing,Cross Country Skiing,Men,15KM,NOR,Gold,,,,,,
1964,Skiing,Cross Country Skiing,Men,15KM,FIN,Gold,,,,,,
1968,Skiing,Cross Country Skiing,Men,15KM,NOR,Gold,,,,,,
1972,Skiing,Cross Country Skiing,Men,15KM,SWE,Gold,,,,,,
1976,Skiing,Cross Country Skiing,Men,15KM,URS,Gold,,,,,,
1980,Skiing,Cross Country Skiing,Men,15KM,SWE,Gold,,,,,,
1984,Skiing,Cross Country Skiing,Men,15KM,SWE,Gold,,,,,,
1988,Skiing,Cross Country Skiing,Men,15KM,URS,Gold,,,,,,
2002,Skiing,Cross Country Skiing,Men,15KM,EST,Gold,,,,,,
2006,Skiing,Cross Country Skiing,Men,15KM,EST,Gold,,,,,,
2010,Skiing,Cross Country Skiing,Men,15KM,SUI,Gold,,,,,,
2014,Skiing,Cross Country Skiing,Men,15KM,SUI,Gold,,,,,,
1956,Skiing,Cross Country Skiing,Men,15KM,SWE,Silver,,,,,,
1960,Skiing,Cross Country Skiing,Men,15KM,SWE,Silver,,,,,,
1964,Skiing,Cross Country Skiing,Men,15KM,NOR,Silver,,,,,,
1968,Skiing,Cross Country Skiing,Men,15KM,FIN,Silver,,,,,,
1972,Skiing,Cross Country Skiing,Men,15KM,URS,Silver,,,,,,
1976,Skiing,Cross Country Skiing,Men,15KM,URS,Silver,,,,,,
1980,Skiing,Cross Country Skiing,Men,15KM,FIN,Silver,,,,,,
1984,Skiing,Cross Country Skiing,Men,15KM,FIN,Silver,,,,,,
1988,Skiing,Cross Country Skiing,Men,15KM,NOR,Silver,,,,,,
2002,Skiing,Cross Country Skiing,Men,15KM,NOR,Silver,,,,,,
2006,Skiing,Cross Country Skiing,Men,15KM,CZE,Silver,,,,,,
2010,Skiing,Cross Country Skiing,Men,15KM,ITA,Silver,,,,,,
2014,Skiing,Cross Country Skiing,Men,15KM,SWE,Silver,,,,,,
1924,Skiing,Cross Country Skiing,Men,18KM,FIN,Bronze,,,,,,
1928,Skiing,Cross Country Skiing,Men,18KM,NOR,Bronze,,,,,,
1932,Skiing,Cross Country Skiing,Men,18KM,FIN,Bronze,,,,,,
1936,Skiing,Cross Country Skiing,Men,18KM,FIN,Bronze,,,,,,
1948,Skiing,Cross Country Skiing,Men,18KM,SWE,Bronze,,,,,,
1952,Skiing,Cross Country Skiing,Men,18KM,FIN,Bronze,,,,,,
1924,Skiing,Cross Country Skiing,Men,18KM,NOR,Gold,,,,,,
1928,Skiing,Cross Country Skiing,Men,18KM,NOR,Gold,,,,,,
1932,Skiing,Cross Country Skiing,Men,18KM,SWE,Gold,,,,,,
1936,Skiing,Cross Country Skiing,Men,18KM,SWE,Gold,,,,,,
1948,Skiing,Cross Country Skiing,Men,18KM,SWE,Gold,,,,,,
1952,Skiing,Cross Country Skiing,Men,18KM,NOR,Gold,,,,,,
1924,Skiing,Cross Country Skiing,Men,18KM,NOR,Silver,,,,,,
1928,Skiing,Cross Country Skiing,Men,18KM,NOR,Silver,,,,,,
1932,Skiing,Cross Country Skiing,Men,18KM,SWE,Silver,,,,,,
1936,Skiing,Cross Country Skiing,Men,18KM,NOR,Silver,,,,,,
1948,Skiing,Cross Country Skiing,Men,18KM,SWE,Silver,,,,,,
1952,Skiing,Cross Country Skiing,Men,18KM,FIN,Silver,,,,,,
1956,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Bronze,,,,,,
1960,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Bronze,,,,,,
1964,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Bronze,,,,,,
1968,Skiing,Cross Country Skiing,Men,30KM Mass Start,FIN,Bronze,,,,,,
1972,Skiing,Cross Country Skiing,Men,30KM Mass Start,NOR,Bronze,,,,,,
1976,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Bronze,,,,,,
1980,Skiing,Cross Country Skiing,Men,30KM Mass Start,BUL,Bronze,,,,,,
1984,Skiing,Cross Country Skiing,Men,30KM Mass Start,SWE,Bronze,,,,,,
1988,Skiing,Cross Country Skiing,Men,30KM Mass Start,NOR,Bronze,,,,,,
1992,Skiing,Cross Country Skiing,Men,30KM Mass Start,NOR,Bronze,,,,,,
1994,Skiing,Cross Country Skiing,Men,30KM Mass Start,FIN,Bronze,,,,,,
1998,Skiing,Cross Country Skiing,Men,30KM Mass Start,ITA,Bronze,,,,,,
2002,Skiing,Cross Country Skiing,Men,30KM Mass Start,NOR,Bronze,,,,,,
1956,Skiing,Cross Country Skiing,Men,30KM Mass Start,FIN,Gold,,,,,,
1960,Skiing,Cross Country Skiing,Men,30KM Mass Start,SWE,Gold,,,,,,
1964,Skiing,Cross Country Skiing,Men,30KM Mass Start,FIN,Gold,,,,,,
1968,Skiing,Cross Country Skiing,Men,30KM Mass Start,ITA,Gold,,,,,,
1972,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Gold,,,,,,
1976,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Gold,,,,,,
1980,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Gold,,,,,,
1984,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Gold,,,,,,
1988,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Gold,,,,,,
1992,Skiing,Cross Country Skiing,Men,30KM Mass Start,NOR,Gold,,,,,,
1994,Skiing,Cross Country Skiing,Men,30KM Mass Start,NOR,Gold,,,,,,
1998,Skiing,Cross Country Skiing,Men,30KM Mass Start,FIN,Gold,,,,,,
2002,Skiing,Cross Country Skiing,Men,30KM Mass Start,AUT,Gold,,,,,,
1956,Skiing,Cross Country Skiing,Men,30KM Mass Start,SWE,Silver,,,,,,
1960,Skiing,Cross Country Skiing,Men,30KM Mass Start,SWE,Silver,,,,,,
1964,Skiing,Cross Country Skiing,Men,30KM Mass Start,NOR,Silver,,,,,,
1968,Skiing,Cross Country Skiing,Men,30KM Mass Start,NOR,Silver,,,,,,
1972,Skiing,Cross Country Skiing,Men,30KM Mass Start,NOR,Silver,,,,,,
1976,Skiing,Cross Country Skiing,Men,30KM Mass Start,USA,Silver,,,,,,
1980,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Silver,,,,,,
1984,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Silver,,,,,,
1988,Skiing,Cross Country Skiing,Men,30KM Mass Start,URS,Silver,,,,,,
1992,Skiing,Cross Country Skiing,Men,30KM Mass Start,NOR,Silver,,,,,,
1994,Skiing,Cross Country Skiing,Men,30KM Mass Start,NOR,Silver,,,,,,
1998,Skiing,Cross Country Skiing,Men,30KM Mass Start,NOR,Silver,,,,,,
2002,Skiing,Cross Country Skiing,Men,30KM Mass Start,AUT,Silver,,,,,,
1936,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Bronze,,,,,SWE,
1948,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Bronze,,,,,NOR,
1952,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Bronze,,,,,URS,
1956,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Bronze,,,,,FIN,
1960,Skiing,Cross Country Skiing,Men,4X10KM Relay,URS,Bronze,,,,,SUI,
1964,Skiing,Cross Country Skiing,Men,4X10KM Relay,URS,Bronze,,,,,TCH,
1968,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Bronze,,,,,GER,
1972,Skiing,Cross Country Skiing,Men,4X10KM Relay,SUI,Bronze,,,,,CZE,
1976,Skiing,Cross Country Skiing,Men,4X10KM Relay,URS,Bronze,,,,,FRA,
1980,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Bronze,,,,,ITA,
1984,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Bronze,,,,,RUS,
1988,Skiing,Cross Country Skiing,Men,4X10KM Relay,TCH,Bronze,,,,,,
1992,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Bronze,,,,,,
1994,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Bronze,,,,,,
1998,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Bronze,,,,,,
2002,Skiing,Cross Country Skiing,Men,4X10KM Relay,GER,Bronze,,,,,,
2006,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Bronze,,,,,,
2010,Skiing,Cross Country Skiing,Men,4X10KM Relay,CZE,Bronze,,,,,,
2014,Skiing,Cross Country Skiing,Men,4X10KM Relay,FRA,Bronze,,,,,,
1936,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Gold,,,,,,
1948,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Gold,,,,,,
1952,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Gold,,,,,,
1956,Skiing,Cross Country Skiing,Men,4X10KM Relay,URS,Gold,,,,,,
1960,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Gold,,,,,,
1964,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Gold,,,,,,
1968,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Gold,,,,,,
1972,Skiing,Cross Country Skiing,Men,4X10KM Relay,URS,Gold,,,,,,
1976,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Gold,,,,,,
1980,Skiing,Cross Country Skiing,Men,4X10KM Relay,URS,Gold,,,,,,
1984,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Gold,,,,,,
1988,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Gold,,,,,,
1992,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Gold,,,,,,
1994,Skiing,Cross Country Skiing,Men,4X10KM Relay,ITA,Gold,,,,,,
1998,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Gold,,,,,,
2002,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Gold,,,,,,
2006,Skiing,Cross Country Skiing,Men,4X10KM Relay,ITA,Gold,,,,,,
2010,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Gold,,,,,,
2014,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Gold,,,,,,
1936,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Silver,,,,,,
1948,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Silver,,,,,,
1952,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Silver,,,,,,
1956,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Silver,,,,,,
1960,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Silver,,,,,,
1964,Skiing,Cross Country Skiing,Men,4X10KM Relay,FIN,Silver,,,,,,
1968,Skiing,Cross Country Skiing,Men,4X10KM Relay,SWE,Silver,,,,,,
1972,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Silver,,,,,,
1976,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Silver,,,,,,
1980,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Silver,,,,,,
1984,Skiing,Cross Country Skiing,Men,4X10KM Relay,URS,Silver,,,,,,
1988,Skiing,Cross Country Skiing,Men,4X10KM Relay,URS,Silver,,,,,,
1992,Skiing,Cross Country Skiing,Men,4X10KM Relay,ITA,Silver,,,,,,
1994,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Silver,,,,,,
1998,Skiing,Cross Country Skiing,Men,4X10KM Relay,ITA,Silver,,,,,,
2002,Skiing,Cross Country Skiing,Men,4X10KM Relay,ITA,Silver,,,,,,
2006,Skiing,Cross Country Skiing,Men,4X10KM Relay,GER,Silver,,,,,,
2010,Skiing,Cross Country Skiing,Men,4X10KM Relay,NOR,Silver,,,,,,
2014,Skiing,Cross Country Skiing,Men,4X10KM Relay,RUS,Silver,,,,,,
1924,Skiing,Cross Country Skiing,Men,50KM,NOR,Bronze,,,,,NOR,
1928,Skiing,Cross Country Skiing,Men,50KM,SWE,Bronze,,,,,SWE,
1932,Skiing,Cross Country Skiing,Men,50KM,NOR,Bronze,,,,,FIN,
